aktørid,aktør,Period,party
11585,Jens Arne Hedegaard,65,Venstre
11584,Daniel Rugholm,65,Det Konservative Folkeparti
20376,Kristian Bøgsted,65,Danmarksdemokraterne
6689,Juliane Henningsen Heilmann,65,Inuit Ataqatigiit
6688,Henrik Rasmussen,65,Det Konservative Folkeparti
6687,Kaj Leo Johannesen,65,Sambandsflokkurin
20379,Tobias Grotkjær Elmstrøm,65,Moderaterne
6686,Torben Lund,65,Socialistisk Folkeparti
6685,Anders Broholm,65,Venstre
6684,Annita á Fríðriksmørk,65,Tjóðveldi
5905,"Mogens Jensen, Brøndby",65,Socialdemokratiet
5593,Carsten Hansen,65,Socialdemokratiet
5468,Dorrit Knudsen,65,Socialdemokratiet
5182,Anne Marie Geisler Andersen,65,Radikale Venstre
20380,Monika Rubin,65,Moderaterne
5132,Flemming Bonne,65,Socialistisk Folkeparti
4971,Jane Alrø Sørensen,65,Socialistisk Folkeparti
4969,Jørgen Poulsen,65,Liberal Alliance
6701,Kenneth F. Christensen,65,Socialdemokratiet
6737,Johannes Lebech,65,Radikale Venstre
7633,Torben Hansen,65,Socialdemokratiet
8319,Jytte Andersen,65,Socialdemokratiet
11583,Kenneth Kristensen Berth,65,Dansk Folkeparti
11412,Anna Kirsten Olesen,65,Socialdemokratiet
10707,Erikanell Asmuss Lorentsen,65,Radikale Venstre
10706,Jette Plesner Dali,65,Dansk Folkeparti
10705,Bente Kronborg Holst,65,Dansk Folkeparti
10704,Kasper Krüger,65,Venstre
10702,Helle Dam,65,Socialdemokratiet
15780,Tilde Bork,65,Dansk Folkeparti
20377,Henrik Frandsen,65,Moderaterne
10690,Steen Konradsen,65,Det Konservative Folkeparti
10107,Bruno Jerup,65,Enhedslisten
9976,Jette Gottlieb,65,Enhedslisten
9780,Tórbjørn Jacobsen,65,Tjóðveldi
8917,Thomas Horn,65,Socialdemokratiet
8910,Karin Storgaard,65,Dansk Folkeparti
20378,Rosa Eriksen,65,Moderaterne
10691,Kurt Scheelsbeck,65,Det Konservative Folkeparti
147,Johanne Schmidt-Nielsen,65,Enhedslisten
20352,Helene Brydensholt,65,Alternativet
55,Marianne Jelved,65,Radikale Venstre
112,Lotte Rod,65,Radikale Venstre
74,Mette Reissmann,65,Socialdemokratiet
123,Andreas Steenberg,65,Radikale Venstre
95,Steen Gade,65,Socialistisk Folkeparti
28,Henrik Sass Larsen,65,Socialdemokratiet
131,Lene Espersen,65,Det Konservative Folkeparti
24,Karsten Lauritzen,65,Venstre
94,Peter Christensen,65,Venstre
21143,Morten Klessen,65,Socialdemokratiet
113,Jens Henrik Thulesen Dahl,65,Dansk Folkeparti
138,Mette Frederiksen,65,Socialdemokratiet
93,Louise Elholm,65,Venstre
33,Holger K. Nielsen,65,Socialistisk Folkeparti
50,Liselott Blixt,65,Dansk Folkeparti
75,Jeppe Mikkelsen,65,Radikale Venstre
139,Thomas Danielsen,65,Venstre
96,Mike Legarth,65,Det Konservative Folkeparti
73,Merete Riisager,65,Liberal Alliance
71,Tom Behnke,65,Uden for Folketingsgrupperne
57,Jakob Engel-Schmidt,65,Venstre
141,Martin Lidegaard,65,Radikale Venstre
18,Alex Ahrendtsen,65,Dansk Folkeparti
98,René Christensen,65,Dansk Folkeparti
72,Karen Ellemann,65,Venstre
21076,Charlotte Nellemann,65,Liberal Alliance
130,Sophie Løhde,65,Venstre
124,Kim Christiansen,65,Dansk Folkeparti
111,Joachim B. Olsen,65,Liberal Alliance
21206,Elvira Kûitse,65,Naleraq
23,Bjarne Corydon,65,Socialdemokratiet
97,Jesper Petersen,65,Socialistisk Folkeparti
56,Karin Nødgaard,65,Dansk Folkeparti
21186,Mads Madsen Henriksen,65,Socialdemokratiet
21161,Lisa Perkins,65,Liberal Alliance
99,Ole Birk Olesen,65,Liberal Alliance
77,Kristian Thulesen Dahl,65,Dansk Folkeparti
92,Carsten Hansen,65,Socialdemokratiet
47,Karen Hækkerup (udpeget af S),65,Socialdemokratiet
81,Mads Rørvig,65,Venstre
21075,Michael Rosenmark,65,Danmarksdemokraterne
118,Trine Bramsen,65,Socialdemokratiet
134,Christian Friis Bach,65,Radikale Venstre
21044,Lasse Haugaard Pedersen,65,Socialdemokratiet
85,Özlem Sara Cekic,65,Socialistisk Folkeparti
133,John Dyrby Paulsen,65,Socialdemokratiet
21194,Joachim Hoffmann-Petersen,65,Det Konservative Folkeparti
21159,Ammar Ali,65,Moderaterne
43,Pia Olsen Dyhr,65,Socialistisk Folkeparti
82,Hans Kristian Skibby,65,Dansk Folkeparti
83,Brian Mikkelsen,65,Det Konservative Folkeparti
44,Henning Hyllested,65,Enhedslisten
84,Troels Ravn,65,Socialdemokratiet
120,Benny Engelbrecht,65,Socialdemokratiet
39,Christian Juhl,65,Enhedslisten
86,Marlene Borst Hansen,65,Radikale Venstre
116,Morten Østergaard,65,Radikale Venstre
34,Søren Espersen,65,Dansk Folkeparti
78,Marie Krarup,65,Dansk Folkeparti
49,Erling Bonnesen,65,Venstre
88,Martin Geertsen,65,Venstre
132,Søren Pind,65,Venstre
121,Karina Lorentzen Dehnhardt,65,Socialistisk Folkeparti
135,Mette Bock,65,Liberal Alliance
79,Christian Langballe (udpeget af DF),65,Dansk Folkeparti
87,Finn Sørensen,65,Enhedslisten
20976,Caroline Stage Olsen,65,Moderaterne
38,Astrid Krag,65,Socialistisk Folkeparti
117,Simon Emil Ammitzbøll-Bille,65,Radikale Venstre
48,Peter Skaarup,65,Dansk Folkeparti
80,Torsten Schack Pedersen,65,Venstre
122,Stine Brix,65,Enhedslisten
110,Rosa Lund,65,Enhedslisten
119,Dennis Flydtkjær,65,Dansk Folkeparti
103,Anne Sina,65,Socialdemokratiet
68,Nikolaj Villumsen,65,Enhedslisten
67,Nick Hækkerup,65,Socialdemokratiet
100,Sofie Carsten Nielsen,65,Radikale Venstre
64,Flemming Damgaard Larsen,65,Venstre
13,Sara Olsvig,65,Inuit Ataqatigiit
21168,Erik Veje Rasmussen,65,Venstre
126,Kim Andersen (udpeget af V),65,Venstre
101,Morten Marinus,65,Dansk Folkeparti
108,Charlotte Dyremose,65,Det Konservative Folkeparti
129,Bertel Haarder,65,Venstre
62,Annette Vilhelmsen,65,Socialistisk Folkeparti
109,Trine Pertou Mach,65,Socialistisk Folkeparti
69,Pernille Skipper,65,Enhedslisten
12,Nicolai Wammen,65,Socialdemokratiet
144,Helle Thorning-Schmidt,65,Socialdemokratiet
145,Lars Løkke Rasmussen,65,Venstre
59,Rasmus Helveg Petersen,65,Radikale Venstre
106,Margrethe Vestager,65,Radikale Venstre
127,Preben Bang Henriksen,65,Venstre
102,Jan E. Jørgensen,65,Venstre
70,Martin Henriksen (udpeget af DF),65,Dansk Folkeparti
17,Christine Antorini,65,Socialistisk Folkeparti
21083,Thorkild Holmboe-Hay,65,Socialdemokratiet
125,Hans Christian Schmidt,65,Venstre
15758,Aleqa Hammond,66,Siumut
126,Kim Andersen (udpeget af V),66,Venstre
79,Christian Langballe (udpeget af DF),66,Dansk Folkeparti
353,Lykke Friis,66,Venstre
3089,Joan Erlandsen,66,Venstre
15761,Karina Due,66,Dansk Folkeparti
20383,Jeppe Søe,66,Moderaterne
350,Gitte Lillelund Bech,66,Venstre
20747,Jenny Andresen,66,Danmarksdemokraterne
354,Mette Boye,66,Socialistisk Folkeparti
4428,Jens Borking,66,Enhedslisten
344,Linda Kristiansen,66,Radikale Venstre
3088,Bente Dahl,66,Radikale Venstre
3995,Egil Møller,66,Dansk Folkeparti
4433,Jens Jørgen Nygaard,66,Det Konservative Folkeparti
3090,Tina Petersen,66,Dansk Folkeparti
261,Esben Lunde Larsen,66,Venstre
15760,Lea Wermelin,66,Socialdemokratiet
3092,Vibeke Grave,66,Socialdemokratiet
121,Karina Lorentzen Dehnhardt,66,Socialistisk Folkeparti
351,Sophie Hæstorp Andersen,66,Socialdemokratiet
78,Marie Krarup,66,Dansk Folkeparti
262,Sjúrður Skaale,66,Tjóðveldi
3993,Grethe H. Nielsen,66,Socialdemokratiet
15762,Christian Rabjerg Madsen,66,Socialdemokratiet
3996,Henrik Fruergaard,66,Venstre
3994,Jesper Kinch-Jensen,66,Socialdemokratiet
3992,Bjørn Medom Nielsen,66,Socialdemokratiet
3093,Anfinn Kallsberg,66,Fólkaflokkurin
20374,Kenneth Fredslund Petersen,66,Danmarksdemokraterne
348,Villy Søvndal,66,Socialistisk Folkeparti
21168,Erik Veje Rasmussen,66,Venstre
3997,Tina Bostrup,66,Radikale Venstre
20382,Mette Kierkgaard,66,Moderaterne
352,Henrik Dam Kristensen,66,Socialdemokratiet
68,Nikolaj Villumsen,66,Enhedslisten
3998,Thomas Krog,66,Socialistisk Folkeparti
271,Kristian Jensen,66,Venstre
3086,Johs. Poulsen,66,Radikale Venstre
1951,Flemming Møller (udpeget af V),66,Venstre
367,Karen Touborg,66,Socialistisk Folkeparti
258,Poul Andersen,66,Socialdemokratiet
1948,Birgitte Møller,66,Radikale Venstre
15766,Erik Christensen (udpeget af S),66,Socialdemokratiet
1947,Søren Hansen,66,Socialdemokratiet
20385,Charlotte Bagge Hansen,66,Moderaterne
15767,Pernille Bendixen,66,Dansk Folkeparti
20642,Anne Hegelund,66,Enhedslisten
370,Thomas Medom,66,Socialistisk Folkeparti
1916,Christian Wedell-Neergaard,66,Det Konservative Folkeparti
1914,Jakob Jensen,66,Socialdemokratiet
15768,Pernille Schnoor,66,Socialdemokratiet
371,Niels Christian Nielsen,66,Socialdemokratiet
1912,Ida Jørgensen,66,Radikale Venstre
82,Hans Kristian Skibby,66,Dansk Folkeparti
1911,Henning Gjellerod,66,Socialdemokratiet
257,Bjarne Laustsen,66,Socialdemokratiet
119,Dennis Flydtkjær,66,Dansk Folkeparti
376,Annika Smith,66,Socialistisk Folkeparti
1891,Thomas Adelskov,66,Socialdemokratiet
81,Mads Rørvig,66,Venstre
3087,Elisabeth Geday,66,Radikale Venstre
20373,Susie Jessen,66,Danmarksdemokraterne
366,Daniel Toft Jakobsen,66,Socialdemokratiet
362,Vivi Kier,66,Det Konservative Folkeparti
3085,Kim Mortensen,66,Socialdemokratiet
260,Leif Lahn Jensen,66,Socialdemokratiet
3084,Troels Christensen (udpeget af V),66,Venstre
80,Torsten Schack Pedersen,66,Venstre
363,Jacob Bjerregaard,66,Socialdemokratiet
3083,Charlotte Fischer,66,Radikale Venstre
3082,Henrik Brodersen,66,Dansk Folkeparti
120,Benny Engelbrecht,66,Socialdemokratiet
364,Birthe Rønn Hornbech,66,Venstre
20384,Nanna W. Gotfredsen,66,Moderaterne
3081,Kurt Kirkegaard,66,Venstre
15763,Peter Kofod,66,Dansk Folkeparti
20798,Mads Olsen,66,Socialistisk Folkeparti
365,Karen Jespersen,66,Socialdemokratiet
3042,"Frode Sørensen, Hjørring",66,Socialdemokratiet
15764,Jan Rytkjær Callesen,66,Dansk Folkeparti
2156,Gitte Seeberg,66,Det Konservative Folkeparti
259,Anne-Mette Winther Christiansen (udpeget af V),66,Venstre
67,Nick Hækkerup,66,Socialdemokratiet
15765,Carl Holst,66,Venstre
2103,Britta Schall Holberg,66,Venstre
4434,Abbas Razvi,66,Radikale Venstre
15757,Aaja Chemnitz,66,Inuit Ataqatigiit
20767,Andreas Karlsen,66,Det Konservative Folkeparti
11702,Per Larsen,66,Det Konservative Folkeparti
9780,Tórbjørn Jacobsen,66,Tjóðveldi
279,Tina Nedergaard,66,Venstre
268,Helle Løvgreen Mølvig,66,Radikale Venstre
12283,Aksel V. Johannesen,66,Javnaðarflokkurin
72,Karen Ellemann,66,Venstre
8917,Thomas Horn,66,Socialdemokratiet
8910,Karin Storgaard,66,Dansk Folkeparti
20790,Ken Kristensen,66,Venstre
280,Karen J. Klint (udpeget af S),66,Socialdemokratiet
12284,Marie-Louise Andreassen,66,Radikale Venstre
8319,Jytte Andersen,66,Socialdemokratiet
266,Rasmus Horn Langhoff,66,Socialdemokratiet
20378,Rosa Eriksen,66,Moderaterne
7633,Torben Hansen,66,Socialdemokratiet
20375,Charlotte Munch,66,Danmarksdemokraterne
281,Finn Thranum,66,Venstre
6737,Johannes Lebech,66,Radikale Venstre
12285,Ida Damborg,66,Socialistisk Folkeparti
6701,Kenneth F. Christensen,66,Socialdemokratiet
73,Merete Riisager,66,Liberal Alliance
11586,Bilal Inekci,66,Socialistisk Folkeparti
282,Sanne Bjørn,66,Radikale Venstre
9976,Jette Gottlieb,66,Enhedslisten
124,Kim Christiansen,66,Dansk Folkeparti
11583,Kenneth Kristensen Berth,66,Dansk Folkeparti
20376,Kristian Bøgsted,66,Danmarksdemokraterne
11412,Anna Kirsten Olesen,66,Socialdemokratiet
272,Ole Hækkerup,66,Socialdemokratiet
11584,Daniel Rugholm,66,Det Konservative Folkeparti
10707,Erikanell Asmuss Lorentsen,66,Radikale Venstre
10706,Jette Plesner Dali,66,Dansk Folkeparti
273,Per Husted,66,Socialdemokratiet
10705,Bente Kronborg Holst,66,Dansk Folkeparti
11585,Jens Arne Hedegaard,66,Venstre
270,Claus Hjort Frederiksen,66,Venstre
10704,Kasper Krüger,66,Venstre
71,Tom Behnke,66,Uden for Folketingsgrupperne
276,Pernille Boye Koch,66,Radikale Venstre
10702,Helle Dam,66,Socialdemokratiet
10691,Kurt Scheelsbeck,66,Det Konservative Folkeparti
20377,Henrik Frandsen,66,Moderaterne
125,Hans Christian Schmidt,66,Venstre
277,Johan Lund Olsen,66,Inuit Ataqatigiit
10107,Bruno Jerup,66,Enhedslisten
20781,Gunvor Wibroe,66,Socialdemokratiet
278,Karin Gaardsted,66,Socialdemokratiet
343,Mie Bergmann,66,Radikale Venstre
6689,Juliane Henningsen Heilmann,66,Inuit Ataqatigiit
286,Ane Halsboe-Jørgensen,66,Socialdemokratiet
4971,Jane Alrø Sørensen,66,Socialistisk Folkeparti
75,Jeppe Mikkelsen,66,Radikale Venstre
4969,Jørgen Poulsen,66,Liberal Alliance
13843,Bente Bendix,66,Venstre
303,Anita Christensen,66,Dansk Folkeparti
4968,Knud Kristensen,66,Det Konservative Folkeparti
4965,Hanne Agersnap (udpeget af SF),66,Socialistisk Folkeparti
122,Stine Brix,66,Enhedslisten
304,Jacob Lund,66,Socialdemokratiet
4957,Tage Leegaard,66,Det Konservative Folkeparti
264,Rasmus Prehn,66,Socialdemokratiet
14000,Nick Nielsen,66,Siumut
4956,Ib Poulsen,66,Dansk Folkeparti
14372,Susanne Eilersen (udpeget af DF),66,Dansk Folkeparti
263,Mette Hjermind Dencker,66,Dansk Folkeparti
21044,Lasse Haugaard Pedersen,66,Socialdemokratiet
70,Martin Henriksen (udpeget af DF),66,Dansk Folkeparti
305,Jens Ejner Christensen,66,Venstre
4515,Jørgen S. Lundsgaard,66,Det Konservative Folkeparti
77,Kristian Thulesen Dahl,66,Dansk Folkeparti
20381,Karin Liltorp,66,Moderaterne
302,Benedikte Kiær,66,Det Konservative Folkeparti
6688,Henrik Rasmussen,66,Det Konservative Folkeparti
13836,Helge Vagn Jacobsen,66,Radikale Venstre
5132,Flemming Bonne,66,Socialistisk Folkeparti
69,Pernille Skipper,66,Enhedslisten
6687,Kaj Leo Johannesen,66,Sambandsflokkurin
6686,Torben Lund,66,Socialistisk Folkeparti
20379,Tobias Grotkjær Elmstrøm,66,Moderaterne
123,Andreas Steenberg,66,Radikale Venstre
288,Torben Hansen (udpeget af S),66,Socialdemokratiet
6685,Anders Broholm,66,Venstre
20779,Runa Friis Hansen,66,Enhedslisten
1887,Connie Hedegaard,66,Det Konservative Folkeparti
265,Eva Kjer Hansen,66,Venstre
294,Doris Jakobsen,66,Siumut
13727,Sarah Nørris,66,Enhedslisten
6684,Annita á Fríðriksmørk,66,Tjóðveldi
74,Mette Reissmann,66,Socialdemokratiet
5905,"Mogens Jensen, Brøndby",66,Socialdemokratiet
296,Ulla Tørnæs,66,Venstre
5593,Carsten Hansen,66,Socialdemokratiet
5468,Dorrit Knudsen,66,Socialdemokratiet
5182,Anne Marie Geisler Andersen,66,Radikale Venstre
297,Maja Panduro (udpeget af S),66,Socialdemokratiet
21161,Lisa Perkins,66,Liberal Alliance
20380,Monika Rubin,66,Moderaterne
1779,Else Winther Andersen,66,Venstre
84,Troels Ravn,66,Socialdemokratiet
1886,Jacob Buksti,66,Socialdemokratiet
20352,Helene Brydensholt,66,Alternativet
1473,Sidsel Homann,66,Socialistisk Folkeparti
20539,Noah Sturis,66,Alternativet
1471,Sanne Schroll,66,Socialistisk Folkeparti
856,Line Barfod,66,Enhedslisten
1470,Sandy Brinck,66,Socialdemokratiet
1463,Ritt Bjerregaard,66,Socialdemokratiet
98,René Christensen,66,Dansk Folkeparti
918,Lisbeth Petersen,66,Venstre
1461,Rikke Hvilshøj,66,Venstre
1455,René Skau Björnsson,66,Socialdemokratiet
20397,Steffen Larsen,66,Liberal Alliance
920,Lise Hækkerup,66,Socialdemokratiet
1454,Rasmus Jarlov,66,Det Konservative Folkeparti
1447,Poul Qvist Jørgensen,66,Socialdemokratiet
110,Rosa Lund,66,Enhedslisten
951,Lissa Mathiasen,66,Socialdemokratiet
1444,Poul Henrik Hedeboe,66,Socialistisk Folkeparti
1023,Lone Møller (udpeget af S),66,Socialdemokratiet
1440,Poul Erik Christensen,66,Radikale Venstre
99,Ole Birk Olesen,66,Liberal Alliance
1433,Poul Fischer,66,Dansk Folkeparti
21076,Charlotte Nellemann,66,Liberal Alliance
1039,Lotte Bundsgaard,66,Socialdemokratiet
1431,Pia Kristensen,66,Dansk Folkeparti
801,Lene Hansen,66,Socialdemokratiet
1417,Pia Boisen,66,Enhedslisten
1474,Sidsel Leth Svensson,66,Det Konservative Folkeparti
1478,Simon Pihl Sørensen,66,Socialdemokratiet
1636,Aase D. Madsen (udpeget af DF),66,Dansk Folkeparti
676,Søren Krarup,66,Dansk Folkeparti
1623,Aage Frandsen,66,Socialistisk Folkeparti
1619,Yildiz Akdogan,66,Socialdemokratiet
20559,Reza Javid,66,Enhedslisten
677,Jesper Langballe,66,Dansk Folkeparti
1618,Walter Christophersen,66,Dansk Folkeparti
1558,Tove Videbæk,66,Kristendemokraterne
1557,Bodil Kornbek,66,Kristendemokraterne
678,Klaus Hækkerup (udpeget af S),66,Socialdemokratiet
96,Mike Legarth,66,Det Konservative Folkeparti
1556,Jann Sjursen,66,Kristendemokraterne
20395,Alexander Ryle,66,Liberal Alliance
679,Per Kaalund,66,Socialdemokratiet
1513,Kisser Franciska Lehnert,66,Liberal Alliance
1504,Laura Lindahl,66,Liberal Alliance
1503,Hans Vestager,66,Radikale Venstre
680,Morten Helveg Petersen,66,Radikale Venstre
1502,Karl H. Bornhøft,66,Socialistisk Folkeparti
1495,Bendt Bendtsen,66,Det Konservative Folkeparti
111,Joachim B. Olsen,66,Liberal Alliance
725,Preben Rudiengaard,66,Venstre
1484,Sofia Rossen,66,Inuit Ataqatigiit
97,Jesper Petersen,66,Socialistisk Folkeparti
794,Lene Garsdal,66,Socialistisk Folkeparti
20396,Jens Meilvang,66,Liberal Alliance
20394,Steffen W. Frølund,66,Liberal Alliance
20398,Helena Artmann Andresen,66,Liberal Alliance
1414,Peter Christian Christensen,66,Socialdemokratiet
20496,Henrik Rejnholt Andersen,66,Moderaterne
1116,Marianne Saxtoft,66,Radikale Venstre
1325,Ole Vagn Christensen,66,Socialdemokratiet
1319,Ole Stavad (udpeget af S),66,Socialdemokratiet
108,Charlotte Dyremose,66,Det Konservative Folkeparti
1121,Marie Fugl,66,Socialistisk Folkeparti
1311,Ole Glahn,66,Radikale Venstre
1299,Helle Sjelle,66,Det Konservative Folkeparti
1124,Marion Pedersen,66,Venstre
1280,Niels Sindal,66,Socialdemokratiet
1269,Niels Høiby,66,Liberal Alliance
103,Anne Sina,66,Socialdemokratiet
20411,Leila Stockmarr,66,Enhedslisten
1146,Marlene Harpsøe,66,Dansk Folkeparti
1258,Nanna Westerby,66,Socialistisk Folkeparti
1256,Pia Gjellerup (udpeget af S),66,Socialdemokratiet
1162,Meta Fuglsang,66,Socialistisk Folkeparti
1250,Jan Trøjborg,66,Socialdemokratiet
1249,Allan Niebuhr,66,Det Konservative Folkeparti
1234,Morten Homann,66,Socialistisk Folkeparti
1172,Mia Falkenberg,66,Dansk Folkeparti
1219,Mogens Nørgård,66,Kristendemokraterne
106,Margrethe Vestager,66,Radikale Venstre
1201,Mogens Camre,66,Socialdemokratiet
1183,Michael Thomsen,66,Socialistisk Folkeparti
102,Jan E. Jørgensen,66,Venstre
1044,Lotte Thiim Bertelsen,66,Socialistisk Folkeparti
1334,Peter Laigaard,66,Liberal Alliance
1115,Marianne Pedersen,66,Venstre
21083,Thorkild Holmboe-Hay,66,Socialdemokratiet
20527,Nanna Høyrup,66,Alternativet
1413,Peter Westermann,66,Socialistisk Folkeparti
1047,Louise Frevert,66,Dansk Folkeparti
1410,Peter Madsen,66,Venstre
100,Sofie Carsten Nielsen,66,Radikale Venstre
1398,Peter Brixtofte,66,Uden for Folketingsgrupperne
1067,Lykke Roed,66,Dansk Folkeparti
1393,Pernille Blach Hansen,66,Socialdemokratiet
1392,Pernille Søndergaard,66,Enhedslisten
109,Trine Pertou Mach,66,Socialistisk Folkeparti
1085,Majbrit Berlau,66,Enhedslisten
1385,Pernille Frahm (udpeget af SF),66,Socialistisk Folkeparti
20399,Louise Brown,66,Liberal Alliance
1087,Malene Søgaard-Andersen,66,Socialistisk Folkeparti
1378,Per Ørum Jørgensen,66,Det Konservative Folkeparti
1375,Per Løkken,66,Det Konservative Folkeparti
101,Morten Marinus,66,Dansk Folkeparti
1090,Malou Aamund,66,Liberal Alliance
1371,Per Dalgaard,66,Dansk Folkeparti
1362,Per Bisgaard,66,Venstre
1094,Margot Torp,66,Socialdemokratiet
1358,Julie Rademacher,66,Socialdemokratiet
1357,Helge Sander,66,Venstre
1353,Peder Sass,66,Socialdemokratiet
20400,Sandra Elisabeth Skalvig,66,Liberal Alliance
675,Hanne Severinsen,66,Venstre
112,Lotte Rod,66,Radikale Venstre
95,Steen Gade,66,Socialistisk Folkeparti
649,Jakob Axel Nielsen,66,Det Konservative Folkeparti
20388,Jon Stephensen,66,Moderaterne
1823,Knud Erik Kirkegaard,66,Det Konservative Folkeparti
650,Hüseyin Arac,66,Socialdemokratiet
1822,Jens Peter Vernersen,66,Socialdemokratiet
1821,Sven Buhrkall,66,Venstre
1818,Ester Larsen,66,Venstre
651,Jens Christian Lund,66,Socialdemokratiet
1817,Jens Christian Larsen,66,Venstre
1815,Jette Jespersen,66,Dansk Folkeparti
20629,Nikoline Erbs Hillers-Bendtsen,66,Alternativet
86,Marlene Borst Hansen,66,Radikale Venstre
652,Lene Jensen,66,Socialdemokratiet
1814,Gudrun Laub,66,Venstre
20389,Peter Have,66,Moderaterne
117,Simon Emil Ammitzbøll-Bille,66,Radikale Venstre
653,Lise von Seelen,66,Socialdemokratiet
1811,Erik Larsen (udpeget af V),66,Venstre
1805,Inge-Lene Ebdrup,66,Venstre
654,Lone Dybkjær,66,Radikale Venstre
1804,Jan Petersen (udpeget af S),66,Socialdemokratiet
1793,Keld Albrechtsen,66,Enhedslisten
1792,Svend Aage Jensby,66,Venstre
655,Rune Lund,66,Enhedslisten
1791,Henrik Vestergaard,66,Venstre
85,Özlem Sara Cekic,66,Socialistisk Folkeparti
87,Finn Sørensen,66,Enhedslisten
1824,Anders Møller,66,Uden for Folketingsgrupperne
648,Carina Christensen,66,Det Konservative Folkeparti
21159,Ammar Ali,66,Moderaterne
20386,Rasmus Lund-Nielsen,66,Moderaterne
21075,Michael Rosenmark,66,Danmarksdemokraterne
379,Kristen Touborg,66,Socialistisk Folkeparti
1885,Inge Dahl-Sørensen,66,Venstre
1883,Anne Grete Holmsgaard (udpeget af SF),66,Socialistisk Folkeparti
83,Brian Mikkelsen,66,Det Konservative Folkeparti
384,Mogens Lykketoft,66,Socialdemokratiet
1882,Henriette Kjær,66,Det Konservative Folkeparti
1881,Elisabeth Arnold,66,Radikale Venstre
386,Claus Larsen-Jensen (udpeget af),66,Socialdemokratiet
1880,Anne-Marie Meldgaard,66,Socialdemokratiet
1879,Lars Kramer Mikkelsen,66,Socialdemokratiet
20635,Markus E. Olsen,66,Siumut
645,Christian Mejdahl,66,Venstre
1850,Christian Lund Jepsen,66,Venstre
20387,Kristian Klarskov,66,Moderaterne
1845,Søren Gade,66,Venstre
118,Trine Bramsen,66,Socialdemokratiet
646,Jens Hald,66,Venstre
1844,Jens Kirk,66,Venstre
647,Charlotte Antonsen (udpeget af V),66,Venstre
1833,Høgni Hoydal,66,Tjóðveldi
1831,Freddie H. Madsen,66,Dansk Folkeparti
1830,Helge Mortensen,66,Socialdemokratiet
1829,Thor Pedersen,66,Venstre
1790,Freddy Dam (udpeget af V),66,Venstre
656,Jesper Kiel,66,Enhedslisten
