party_a,party_b,Period,total_votes_shared,total_votes_agreed,weight,topic
Kristendemokraterne,Liberal Alliance,65,14,7.0,0.5,skat
Kristendemokraterne,Moderaterne,65,6,2.0,0.3333333333333333,skat
Kristendemokraterne,Not able to assign,65,71,51.0,0.7183098591549296,skat
Kristendemokraterne,Ny Alliance,65,18,9.0,0.5,skat
Kristendemokraterne,Radikale Venstre,65,67,47.0,0.7014925373134329,skat
Kristendemokraterne,Socialdemokratiet,65,562,411.0,0.7313167259786477,skat
Kristendemokraterne,Socialistisk Folkeparti,65,109,69.0,0.6330275229357798,skat
Kristendemokraterne,Uden for folketingsgrupperne,65,39,19.0,0.48717948717948717,skat
Kristendemokraterne,Venstre,65,591,292.0,0.494077834179357,skat
Liberal Alliance,Moderaterne,65,6,6.0,1.0,skat
Liberal Alliance,Not able to assign,65,70,29.0,0.4142857142857143,skat
Liberal Alliance,Ny Alliance,65,19,19.0,1.0,skat
Liberal Alliance,Radikale Venstre,65,77,37.0,0.4805194805194805,skat
Liberal Alliance,Socialdemokratiet,65,614,278.0,0.4527687296416938,skat
Liberal Alliance,Socialistisk Folkeparti,65,105,35.0,0.3333333333333333,skat
Liberal Alliance,Uden for folketingsgrupperne,65,50,48.0,0.96,skat
Liberal Alliance,Venstre,65,660,659.0,0.9984848484848485,skat
Moderaterne,Not able to assign,65,21,7.0,0.3333333333333333,skat
Moderaterne,Ny Alliance,65,6,6.0,1.0,skat
Moderaterne,Radikale Venstre,65,24,4.0,0.16666666666666666,skat
Moderaterne,Socialdemokratiet,65,176,56.0,0.3181818181818182,skat
Moderaterne,Socialistisk Folkeparti,65,33,12.0,0.36363636363636365,skat
Moderaterne,Uden for folketingsgrupperne,65,12,12.0,1.0,skat
Moderaterne,Venstre,65,192,192.0,1.0,skat
Not able to assign,Not able to assign,65,133,124.0,0.9323308270676691,skat
Not able to assign,Ny Alliance,65,88,44.0,0.5,skat
Not able to assign,Radikale Venstre,65,332,267.0,0.8042168674698795,skat
Not able to assign,Socialdemokratiet,65,2818,2713.0,0.9627395315826828,skat
Not able to assign,Socialistisk Folkeparti,65,543,482.0,0.8876611418047882,skat
Not able to assign,Uden for folketingsgrupperne,65,227,112.0,0.4933920704845815,skat
Not able to assign,Venstre,65,2967,1420.0,0.478597910347152,skat
Ny Alliance,Radikale Venstre,65,85,46.0,0.5411764705882353,skat
Ny Alliance,Socialdemokratiet,65,718,376.0,0.5236768802228412,skat
Ny Alliance,Socialistisk Folkeparti,65,134,62.0,0.4626865671641791,skat
